1950,45.3
1951,57.5
1952,55.9
1953,56.1
1954,48.4
1955,45.2
1956,52.8
1957,51
1958,52.5
1959,53.9
1960,56.3
1961,62.1
1962,52
1963,55.7
1964,56.9
1965,55.9
1966,55.3
1967,58.8
1968,46.4
1969,58.2
1970,54
1971,42.9
1972,53.7
1973,57.6
1974,51.7
1975,53.5
1976,52.8
1977,43.9
1978,59.4
1979,52
1980,55
1981,55.5
1982,53.5
1983,55.6
1984,46.9
1985,68.8
1986,57
1987,62.2
1988,52.8
1989,59.8
1990,58.3
1991,42.3
1992,58.8
1993,44.7
1994,57
1995,63.5
1996,58.9
1997,46.8
1998,54.4
1999,45.2
2000,62.9
2001,64.6
2002,51.9
2003,53.4
2004,55.7
2005,59.5
2006,51.8
2007,61.4
2008,48.6
2009,54.8
2010,44.8
2011,60.7
2012,55.2
2013,57.6
2014,63.6
2015,59.2
2016,68.3
2017,47.7
2018,52
