1950,54.8
1951,59.8
1952,44.1
1953,57.2
1954,62.6
1955,69.6
1956,49.6
1957,54
1958,58.2
1959,56
1960,54.8
1961,61.4
1962,48.8
1963,48.4
1964,50.6
1965,60.2
1966,56.3
1967,55.6
1968,55.2
1969,59.4
1970,61.4
1971,53.7
1972,54.2
1973,51.9
1974,53.8
1975,56.8
1976,54.6
1977,62
1978,60.7
1979,54
1980,47
1981,53.7
1982,61.3
1983,55.2
1984,63.5
1985,66.3
1986,50.5
1987,54.3
1988,56.4
1989,53.7
1990,61.6
1991,52.6
1992,55.5
1993,50.8
1994,67.5
1995,47.2
1996,46.5
1997,57.9
1998,44.3
1999,61.8
2000,62.7
2001,59
2002,50.3
2003,53.2
2004,50.8
2005,64.4
2006,54.1
2007,52
2008,53.9
2009,61.2
2010,51.8
2011,68.1
2012,50.2
2013,52.4
2014,58.9
2015,50.2
2016,58.4
2017,59.8
2018,45.6
