1950,54.6
1951,57
1952,51.1
1953,55.4
1954,50.8
1955,53.5
1956,53.7
1957,49.8
1958,61
1959,51.4
1960,53.9
1961,53.4
1962,55.6
1963,58
1964,59.5
1965,49.7
1966,49.2
1967,55.8
1968,52.9
1969,61.4
1970,56.3
1971,53.8
1972,53
1973,54.2
1974,59
1975,45.9
1976,64.6
1977,47.2
1978,48
1979,56.9
1980,45.5
1981,58.1
1982,56.6
1983,51.4
1984,52.6
1985,52.1
1986,58.3
1987,57.2
1988,64.7
1989,48.1
1990,51.5
1991,56.9
1992,65.7
1993,50
1994,51.5
1995,71.4
1996,54.4
1997,54.9
1998,61.3
1999,60
2000,52.3
2001,51.5
2002,53.5
2003,61.5
2004,45.8
2005,48.8
2006,54.2
2007,57
2008,59.6
2009,55.4
2010,58.5
2011,54.2
2012,57.3
2013,48.1
2014,52.8
2015,56.9
2016,45.8
2017,68.5
2018,56.5
