1950,59.8
1951,51.1
1952,51
1953,57.7
1954,64.6
1955,59.5
1956,58.7
1957,67.4
1958,51.8
1959,47.4
1960,51.4
1961,43.7
1962,53
1963,55.4
1964,48.5
1965,52.7
1966,58.8
1967,58.8
1968,51.3
1969,51.2
1970,61.8
1971,59.6
1972,54.2
1973,57.9
1974,55.4
1975,66.2
1976,51
1977,52.6
1978,49.4
1979,50.8
1980,51.6
1981,59.1
1982,50.2
1983,52.9
1984,52.4
1985,54.8
1986,54.6
1987,50.4
1988,63.4
1989,59.3
1990,50.7
1991,62
1992,51.4
1993,56
1994,66.7
1995,53.9
1996,59.7
1997,66.1
1998,52.3
1999,60.6
2000,56.5
2001,58.8
2002,52.2
2003,50.7
2004,56.3
2005,50.9
2006,60.1
2007,52
2008,47.5
2009,62.2
2010,63
2011,59.4
2012,51.7
2013,47.7
2014,55.8
2015,66.5
2016,53.8
2017,57.1
2018,51.8
